,0,1
3096,THTX,Theratechnologies Inc. 
3097,THWWW,Target Hospitality Corp. 
3098,TIG,"Trean Insurance Group, Inc. "
3099,TIGO,Millicom International Cellular S.A. 
3100,TIGR,UP Fintech Holding Limited 
3101,TILE,"Interface, Inc. "
3102,TIPT,Tiptree Inc. 
3103,TITN,Titan Machinery Inc. 
3104,TLC,"Taiwan Liposome Company, Ltd. "
3105,TLGT,"Teligent, Inc. "
3106,TLMD,"SOC Telemed, Inc. "
3107,TLMDW,"SOC Telemed, Inc. "
3108,TLND,Talend S.A. 
3109,TLRY,"Tilray, Inc. "
3110,TLS,Telos Corporation 
3111,TLSA,Tiziana Life Sciences plc 
3112,TLT,iShares 20+ Year Treasury Bond ETF
3113,TMDX,"TransMedics Group, Inc. "
3114,TMPMU,Turmeric Acquisition Corp. 
3115,TMTS,Spartacus Acquisition Corporation 
3116,TMTSU,Spartacus Acquisition Corporation 
3117,TMTSW,Spartacus Acquisition Corporation 
3118,TMUS,T
3119,TNAV,"Telenav, Inc. "
3120,TNDM,"Tandem Diabetes Care, Inc. "
3121,TNXP,Tonix Pharmaceuticals Holding Corp. 
3122,TOMZ,"TOMI Environmental Solutions, Inc. "
3123,TOPS,TOP Ships Inc. 
3124,TOTA,Tottenham Acquisition I Limited 
3125,TOTAR,Tottenham Acquisition I Limited 
3126,TOTAU,Tottenham Acquisition I Limited 
3127,TOTAW,Tottenham Acquisition I Limited 
3128,TOUR,Tuniu Corporation 
3129,TOWN,Towne Bank 
3130,TPCO,Tribune Publishing Company 
3131,TPIC,"TPI Composites, Inc. "
3132,TPTX,"Turning Point Therapeutics, Inc. "
3133,TQQQ,ProShares UltraPro QQQ
3134,TREE,"LendingTree, Inc. "
3135,TRHC,"Tabula Rasa HealthCare, Inc. "
3136,TRIB,Trinity Biotech plc 
3137,TRIL,Trillium Therapeutics Inc. 
3138,TRIP,"TripAdvisor, Inc. "
3139,TRIT,"Triterras, Inc. "
3140,TRITW,"Triterras, Inc. "
3141,TRMB,Trimble Inc. 
3142,TRMD,TORM plc 
3143,TRMK,Trustmark Corporation 
3144,TRMT,Tremont Mortgage Trust 
3145,TRNS,"Transcat, Inc. "
3146,TROW,"T. Rowe Price Group, Inc. "
3147,TRS,TriMas Corporation 
3148,TRST,TrustCo Bank Corp NY 
3149,TRUE,"TrueCar, Inc. "
3150,TRUP,"Trupanion, Inc. "
3151,TRVG,trivago N.V. 
3152,TRVI,"Trevi Therapeutics, Inc. "
3153,TRVN,"Trevena, Inc. "
3154,TSBK,"Timberland Bancorp, Inc. "
3155,TSC,"TriState Capital Holdings, Inc. "
3156,TSCAP,"TriState Capital Holdings, Inc. "
3157,TSCBP,"TriState Capital Holdings, Inc. "
3158,TSCO,Tractor Supply Company 
3159,TSEM,Tower Semiconductor Ltd. 
3160,TSHA,"Taysha Gene Therapies, Inc. "
3161,TSIAU,TS Innovation Acquisitions Corp. 
3162,TSLA,"Tesla, Inc.  "
3163,TSRI,"TSR, Inc. "
3164,TTCF,"Tattooed Chef, Inc. "
3165,TTCFW,"Tattooed Chef, Inc. "
3166,TTD,"The Trade Desk, Inc. "
3167,TTEC,"TTEC Holdings, Inc. "
3168,TTEK,"Tetra Tech, Inc. "
3169,TTGT,"TechTarget, Inc. "
3170,TTMI,"TTM Technologies, Inc. "
3171,TTNP,"Titan Pharmaceuticals, Inc. "
3172,TTOO,"T2 Biosystems, Inc. "
3173,TTWO,Take
3174,TUR,iShares MSCI Turkey ETF
3175,TUSA,First Trust Total US Market AlphaDEX ETF
3176,TVTX,"Travere Therapeutics, Inc. "
3177,TVTY,"Tivity Health, Inc. "
3178,TW,Tradeweb Markets Inc. 
3179,TWCT,TWC Tech Holdings II Corp. 
3180,TWCTU,TWC Tech Holdings II Corp. 
3181,TWCTW,TWC Tech Holdings II Corp. 
3182,TWIN,"Twin Disc, Incorporated "
3183,TWNK,"Hostess Brands, Inc. "
3184,TWNKW,"Hostess Brands, Inc. "
3185,TWOU,"2U, Inc. "
3186,TWST,Twist Bioscience Corporation 
3187,TXG,"10x Genomics, Inc. "
3188,TXMD,"TherapeuticsMD, Inc. "
3189,TXN,Texas Instruments Incorporated 
3190,TXRH,"Texas Roadhouse, Inc. "
3191,TYHT,"Shineco, Inc. "
3192,TYME,"Tyme Technologies, Inc. "
3193,TZAC,Tenzing Acquisition Corp. 
3194,TZACU,Tenzing Acquisition Corp. 
3195,TZACW,Tenzing Acquisition Corp. 
3196,TZOO,Travelzoo 
3197,UAE,iShares MSCI UAE ETF
3198,UBCP,"United Bancorp, Inc. "
3199,UBFO,United Security Bancshares 
3200,UBOH,"United Bancshares, Inc. "
3201,UBSI,"United Bankshares, Inc. "
3202,UBX,"Unity Biotechnology, Inc. "
3203,UCBI,"United Community Banks, Inc. "
3204,UCBIO,"United Community Banks, Inc. "
3205,UCL,uCloudlink Group Inc. 
3206,UCTT,"Ultra Clean Holdings, Inc. "
3207,UEIC,Universal Electronics Inc. 
3208,UEPS,"Net 1 UEPS Technologies, Inc. "
3209,UFCS,"United Fire Group, Inc "
3210,UFO,Procure Space ETF
3211,UFPT,"UFP Technologies, Inc. "
3212,UG,United
3213,UHAL,Amerco 
3214,UIHC,United Insurance Holdings Corp. 
3215,UK,Ucommune International Ltd  
3216,UKOMW,Ucommune International Ltd  
3217,ULBI,Ultralife Corporation 
3218,ULH,"Universal Logistics Holdings, Inc. "
3219,ULTA,"Ulta Beauty, Inc. "
3220,UMBF,UMB Financial Corporation 
3221,UMPQ,Umpqua Holdings Corporation 
3222,UNAM,Unico American Corporation 
3223,UNB,"Union Bankshares, Inc. "
3224,UNIT,Uniti Group Inc. 
3225,UNTY,"Unity Bancorp, Inc. "
3226,UONE,"Urban One, Inc.  "
3227,UONEK,"Urban One, Inc.  "
3228,UPLD,"Upland Software, Inc. "
3229,UPWK,Upwork Inc. 
3230,URBN,"Urban Outfitters, Inc. "
3231,URGN,UroGen Pharma Ltd. 
3232,UROV,Urovant Sciences Ltd. 
3233,USAK,"USA Truck, Inc. "
3234,USAP,"Universal Stainless & Alloy Products, Inc. "
3235,USAT,"USA Technologies, Inc. "
3236,USAU,U.S. Gold Corp. 
3237,USCR,"U S Concrete, Inc. "
3238,USEG,U.S. Energy Corp. 
3239,USIG,iShares Broad USD Investment Grade Corporate Bond ETF
3240,USLB,Invesco Russell 1000 Low Beta Equal Weight ETF
3241,USMC,Principal U.S. Mega
3242,USOI,Credit Suisse X
3243,USWS,"U.S. Well Services, Inc. "
3244,USWSW,"U.S. Well Services, Inc. "
3245,USXF,iShares ESG Advanced MSCI USA ETF
3246,UTMD,"Utah Medical Products, Inc. "
3247,UTSI,UTStarcom Holdings Corp 
3248,UVSP,Univest Financial Corporation 
3249,UXIN,Uxin Limited 
3250,VACQ,Vector Acquisition Corporation 
3251,VACQU,Vector Acquisition Corporation 
3252,VACQW,Vector Acquisition Corporation 
3253,VALU,"Value Line, Inc. "
3254,VBFC,Village Bank and Trust Financial Corp. 
3255,VBIV,"VBI Vaccines, Inc. "
3256,VBLT,Vascular Biogenics Ltd. 
3257,VBTX,"Veritex Holdings, Inc. "
3258,VC,Visteon Corporation 
3259,VCEL,Vericel Corporation 
3260,VCIT,Vanguard Intermediate
3261,VCLT,Vanguard Long
3262,VCNX,"Vaccinex, Inc. "
3263,VCSH,Vanguard Short
3264,VCTR,"Victory Capital Holdings, Inc. "
3265,VCVCU,10X Capital Venture Acquisition Corp 
3266,VCYT,"Veracyte, Inc. "
3267,VECO,Veeco Instruments Inc. 
3268,VEON,VEON Ltd. 
3269,VERB,"Verb Technology Company, Inc. "
3270,VERBW,"Verb Technology Company, Inc. "
3271,VERI,"Veritone, Inc. "
3272,VERO,Venus Concept Inc.  
3273,VERU,Veru Inc. 
3274,VERX,"Vertex, Inc. "
3275,VERY,"Vericity, Inc. "
3276,VETS,Pacer Military Times Best Employers ETF
3277,VG,Vonage Holdings Corp. 
3278,VGIT,Vanguard Intermediate
3279,VGLT,Vanguard Long
3280,VGSH,Vanguard Short
3281,VIAC,ViacomCBS Inc. 
3282,VIACA,ViacomCBS Inc. 
3283,VIAV,Viavi Solutions Inc. 
3284,VICR,Vicor Corporation 
3285,VIE,"Viela Bio, Inc. "
3286,VIGI,Vanguard International Dividend Appreciation ETF
3287,VIHAU,VPC Impact Acquisition Holdings 
3288,VIHAW,VPC Impact Acquisition Holdings 
3289,VIOT,"Viomi Technology Co., Ltd "
3290,VIR,"Vir Biotechnology, Inc. "
3291,VIRC,Virco Manufacturing Corporation 
3292,VIRT,"Virtu Financial, Inc. "
3293,VISL,"Vislink Technologies, Inc. "
3294,VITL,"Vital Farms, Inc. "
3295,VIVE,"Viveve Medical, Inc. "
3296,VIVO,Meridian Bioscience Inc. 
3297,VJET,voxeljet AG 
3298,VKTX,"Viking Therapeutics, Inc. "
3299,VKTXW,"Viking Therapeutics, Inc. "
3300,VLDR,"Velodyne Lidar, Inc. "
3301,VLDRW,"Velodyne Lidar, Inc. "
3302,VLGEA,"Village Super Market, Inc. "
3303,VLY,Valley National Bancorp 
3304,VLYPO,Valley National Bancorp 
3305,VLYPP,Valley National Bancorp 
3306,VMAC,Vistas Media Acquisition Company Inc. 
3307,VMACU,Vistas Media Acquisition Company Inc. 
3308,VMACW,Vistas Media Acquisition Company Inc. 
3309,VMAR,Vision Marine Technologies Inc. 
3310,VMBS,Vanguard Mortgage
3311,VMD,"Viemed Healthcare, Inc. "
3312,VNDA,Vanda Pharmaceuticals Inc. 
3313,VNET,"21Vianet Group, Inc. "
3314,VNOM,Viper Energy Partners LP 
3315,VNQI,Vanguard Global ex
3316,VOD,Vodafone Group Plc 
3317,VONE,Vanguard Russell 1000 ETF
3318,VPN,Global X Data Center REITs & Digital Infrastructure ETF
3319,VRAY,"ViewRay, Inc. "
3320,VRCA,Verrica Pharmaceuticals Inc. 
3321,VREX,Varex Imaging Corporation 
3322,VRIG,Invesco Variable Rate Investment Grade ETF
3323,VRME,"VerifyMe, Inc. "
3324,VRMEW,"VerifyMe, Inc. "
3325,VRNA,Verona Pharma plc 
3326,VRNS,"Varonis Systems, Inc. "
3327,VRNT,Verint Systems Inc. 
3328,VRRM,Verra Mobility Corporation 
3329,VRSK,"Verisk Analytics, Inc. "
3330,VRSN,"VeriSign, Inc. "
3331,VRTS,"Virtus Investment Partners, Inc. "
3332,VRTU,Virtusa Corporation 
3333,VRTX,Vertex Pharmaceuticals Incorporated 
3334,VSAT,"ViaSat, Inc. "
3335,VSDA,VictoryShares Dividend Accelerator ETF
3336,VSMV,VictoryShares US Multi
3337,VSPR,Vesper Healthcare Acquisition Corp. 
3338,VSPRU,Vesper Healthcare Acquisition Corp. 
3339,VSPRW,Vesper Healthcare Acquisition Corp. 
3340,VSTA,Vasta Platform Limited 
3341,VSTM,"Verastem, Inc. "
3342,VTC,Vanguard Total Corporate Bond ETF
3343,VTHR,Vanguard Russell 3000 ETF
3344,VTNR,"Vertex Energy, Inc "
3345,VTRN,VictoryShares Top Veteran Employers ETF
3346,VTRU,Vitru Limited 
3347,VTSI,"VirTra, Inc. "
3348,VTVT,vTv Therapeutics Inc. 
3349,VTWG,Vanguard Russell 2000 Growth ETF
3350,VVPR,VivoPower International PLC 
3351,VWOB,Vanguard Emerging Markets Government Bond ETF
3352,VXUS,Vanguard Total International Stock ETF
3353,VYMI,Vanguard International High Dividend Yield ETF
3354,WABC,Westamerica Bancorporation 
3355,WAFD,"Washington Federal, Inc. "
3356,WAFU,Wah Fu Education Group Limited 
3357,WASH,"Washington Trust Bancorp, Inc. "
3358,WATT,Energous Corporation 
3359,WB,Weibo Corporation 
3360,WBA,"Walgreens Boots Alliance, Inc. "
3361,WBND,Western Asset Total Return ETF
3362,WDC,Western Digital Corporation 
3363,WDFC,WD
3364,WEN,Wendy's Company (The) 
3365,WERN,"Werner Enterprises, Inc. "
3366,WETF,"WisdomTree Investments, Inc. "
3367,WEYS,"Weyco Group, Inc. "
3368,WHF,"WhiteHorse Finance, Inc. "
3369,WHFBZ,"WhiteHorse Finance, Inc. "
3370,WHLM,"Wilhelmina International, Inc. "
3371,WHLR,"Wheeler Real Estate Investment Trust, Inc. "
3372,WHLRD,"Wheeler Real Estate Investment Trust, Inc. "
3373,WHLRP,"Wheeler Real Estate Investment Trust, Inc. "
3374,WIFI,"Boingo Wireless, Inc. "
3375,WILC,G. Willi
3376,WIMI,WiMi Hologram Cloud Inc. 
3377,WINA,Winmark Corporation 
3378,WINC,Western Asset Short Duration Income ETF
3379,WINT,"Windtree Therapeutics, Inc. "
3380,WIRE,Encore Wire Corporation 
3381,WISA,"Summit Wireless Technologies, Inc. "
3382,WIX,Wix.com Ltd. 
3383,WKEY,WISeKey International Holding AG 
3384,WKHS,"Workhorse Group, Inc. "
3385,WLDN,"Willdan Group, Inc. "
3386,WLFC,Willis Lease Finance Corporation 
3387,WLTW,Willis Towers Watson Public Limited Company 
3388,WMG,Warner Music Group Corp. 
3389,WNEB,"Western New England Bancorp, Inc. "
3390,WOOD,iShares S&P Global Timber & Forestry Index Fund
3391,WPRT,Westport Fuel Systems Inc 
3392,WRAP,"Wrap Technologies, Inc. "
3393,WRLD,World Acceptance Corporation 
3394,WSBC,"WesBanco, Inc. "
3395,WSBCP,"WesBanco, Inc. "
3396,WSBF,"Waterstone Financial, Inc. "
3397,WSC,WillScot Mobile Mini Holdings Corp. 
3398,WSFS,WSFS Financial Corporation 
3399,WSG,Wanda Sports Group Company Limited 
3400,WSTG,"Wayside Technology Group, Inc. "
3401,WTBA,West Bancorporation 
3402,WTER,The Alkaline Water Company Inc. 
3403,WTFC,Wintrust Financial Corporation 
3404,WTFCM,Wintrust Financial Corporation 
3405,WTFCP,Wintrust Financial Corporation 
3406,WTRE,Watford Holdings Ltd. 
3407,WTREP,Watford Holdings Ltd. 
3408,WTRH,Waitr Holdings Inc. 
3409,WVE,Wave Life Sciences Ltd. 
3410,WVFC,WVS Financial Corp. 
3411,WVVI,"Willamette Valley Vineyards, Inc. "
3412,WVVIP,"Willamette Valley Vineyards, Inc. "
3413,WW,"WW International, Inc.  "
3414,WWD,"Woodward, Inc. "
3415,WWR,"Westwater Resources, Inc. "
3416,WYNN,"Wynn Resorts, Limited "
3417,XAIR,"Beyond Air, Inc. "
3418,XBIO,"Xenetic Biosciences, Inc. "
3419,XBIOW,"Xenetic Biosciences, Inc. "
3420,XBIT,XBiotech Inc. 
3421,XCUR,"Exicure, Inc. "
3422,XEL,Xcel Energy Inc. 
3423,XELA,"Exela Technologies, Inc. "
3424,XELB,"Xcel Brands, Inc "
3425,XENE,Xenon Pharmaceuticals Inc. 
3426,XENT,"Intersect ENT, Inc. "
3427,XERS,"Xeris Pharmaceuticals, Inc. "
3428,XFOR,"X4 Pharmaceuticals, Inc. "
3429,XGN,Exagen Inc. 
3430,XLNX,"Xilinx, Inc. "
3431,XLRN,Acceleron Pharma Inc. 
3432,XNCR,"Xencor, Inc. "
3433,XNET,Xunlei Limited 
3434,XOMA,XOMA Corporation 
3435,XONE,The ExOne Company 
3436,XP,XP Inc. 
3437,XPEL,"XPEL, Inc. "
3438,XPER,Xperi Holding Corporation 
3439,XRAY,DENTSPLY SIRONA Inc. 
3440,XSPA,"XpresSpa Group, Inc.  "
3441,XT,iShares Exponential Technologies ETF
3442,YGMZ,MingZhu Logistics Holdings Limited 
3443,YI,"111, Inc. "
3444,YJ,Yunji Inc. 
3445,YLCO,Global X YieldCo & Renewable Energy Income ETF
3446,YNDX,Yandex N.V. 
3447,YORW,The York Water Company 
3448,YQ,17 Education & Technology Group Inc. 
3449,YRCW,"YRC Worldwide, Inc. "
3450,YSACU,Yellowstone Acquisition Company 
3451,YTEN,"Yield10 Bioscience, Inc.  "
3452,YTRA,"Yatra Online, Inc. "
3453,YVR,Liquid Media Group Ltd. 
3454,YY,JOYY Inc. 
3455,Z,"Zillow Group, Inc. "
3456,ZAGG,ZAGG Inc 
3457,ZAZZT,Tick Pilot Test Stock Class A Common Stock
3458,ZBZZT,Test Pilot Test Stock Class B Common Stock
3459,ZCZZT,Tick Pilot Test Stock Class C 
3460,ZEUS,"Olympic Steel, Inc. "
3461,ZG,"Zillow Group, Inc. "
3462,ZGNX,"Zogenix, Inc. "
3463,ZGYH,Yunhong International 
3464,ZGYHR,Yunhong International 
3465,ZGYHU,Yunhong International 
3466,ZGYHW,Yunhong International 
3467,ZI,ZoomInfo Technologies Inc. 
3468,ZION,Zions Bancorporation N.A. 
3469,ZIONL,Zions Bancorporation N.A. 
3470,ZIONN,Zions Bancorporation N.A. 
3471,ZIONO,Zions Bancorporation N.A. 
3472,ZIONP,Zions Bancorporation N.A. 
3473,ZIOP,ZIOPHARM Oncology Inc 
3474,ZIXI,Zix Corporation 
3475,ZJZZT,NASDAQ TEST STOCK
3476,ZLAB,Zai Lab Limited 
3477,ZM,"Zoom Video Communications, Inc. "
3478,ZNGA,Zynga Inc. 
3479,ZNTEU,Zanite Acquisition Corp. 
3480,ZNTL,"Zentalis Pharmaceuticals, Inc. "
3481,ZS,"Zscaler, Inc. "
3482,ZSAN,Zosano Pharma Corporation 
3483,ZUMZ,Zumiez Inc. 
3484,ZVO,Zovio Inc. 
3485,ZVZZC,NASDAQ TEST STOCK Nextshares Test Security
3486,ZYXI,"Zynex, Inc. "
